"","x"
"1",1.70109745945307
"2",1.62637767909316
"3",-0.16491434064254
"4",0.591968533589989
"5",2.12310443024545
"6",-0.165144335309905
"7",-0.21653502353173
"8",1.21578714520072
"9",1.56863945703103
"10",-0.408853663520113
"11",-2.52311312459139
"12",-0.118741901539054
"13",1.17020936462182
"14",-0.523854197414319
"15",0.0543841403826671
"16",0.513436419386619
"17",-0.848423422323903
"18",0.524568468600317
"19",1.537659233317
"20",1.41260887994627
"21",-1.28192566661078
"22",-2.44836815885632
"23",-1.0836687712775
"24",0.310468931810827
"25",-0.180931866218649
"26",0.109828803158571
"27",-1.24992158051135
"28",-2.02851139983891
"29",-0.917224928581577
"30",0.0976082290399617
"31",0.478001199945322
"32",2.09986461088624
"33",0.799172241454199
"34",-1.56546694088132
"35",-0.0295402529176218
"36",1.12602519509878
"37",1.31055050970592
"38",-0.569829468109049
"39",-0.0708298447051756
"40",-0.25472050855126
"41",1.25236669614856
"42",1.65213465596779
"43",-0.347483996577794
"44",-1.19303893515845
"45",0.837011569729566
"46",1.74901121981995
"47",-0.0405989291647425
"48",-0.646242698751539
"49",-0.230097718529899
"50",-0.955766360101568
"51",-0.599865333908377
"52",1.06389696504474
"53",0.419275147735957
"54",-0.473370931503999
"55",-0.686022416455317
"56",-1.01503479568762
"57",-0.506274103012189
"58",1.47951055129091
"59",0.923297761666211
"60",-1.24584106341863
"61",-2.29759886604354
"62",-1.64980153073917
"63",-1.41820331053462
"64",-1.55159483593849
"65",-1.63611698634642
"66",-0.195257005270981
"67",0.431733491714848
"68",-1.47863626005794
"69",-2.13535145698416
"70",-0.0548644261115973
"71",1.44982799326346
"72",1.03065709859615
"73",-0.12976678213824
"74",2.04250318748452
"75",1.47136061520246
"76",0.0738993731921796
"77",-0.0983059184630712
"78",0.773864783156335
"79",0.523379727266458
"80",-0.663611591680037
"81",-0.590009582054269
"82",0.251475852942922
"83",-1.46600660837148
"84",0.00915857892274514
"85",2.34035225033895
"86",-0.305976098921217
"87",-3.53741074708023
"88",-0.876536376859878
"89",2.40293299822016
"90",1.68916905811633
"91",-0.132083848483832
"92",-0.364981470178692
"93",0.661022139436171
"94",-0.231502959459274
"95",-1.4760103443648
"96",1.21806477337345
"97",1.19868103137992
"98",-1.035839897231
"99",-1.73286239889127
"100",1.61167502098103
"101",1.74225735280352
"102",0.174843288224918
"103",0.978122389457214
"104",0.107123900190683
"105",-0.543398077384835
"106",-0.440782780154813
"107",-2.51856318750436
"108",-0.756959623612396
"109",2.15129174251549
"110",-0.110348417159832
"111",-3.71769248635833
"112",-2.20226775548484
"113",1.85298631894366
"114",1.95042212019538
"115",-0.587829412254793
"116",-2.49875412878251
"117",0.308623439329629
"118",2.83120179822697
"119",1.41487692032463
"120",-1.41411279179828
"121",-0.36562862373016
"122",0.468722107667138
"123",-0.770177129506886
"124",-1.95878528006888
"125",-0.316083259751392
"126",0.409391775079497
"127",0.540782763003365
"128",1.2262414313376
"129",-0.19834408047704
"130",0.566727977750029
"131",2.65861107038888
"132",0.678564662785036
"133",-0.703664946052938
"134",-0.600850288968212
"135",-0.828353878782982
"136",-2.53937222487695
"137",-0.416906797820219
"138",1.87069576376522
"139",0.923634208006229
"140",-1.42822326480527
"141",-2.41003642757395
"142",0.437646648390334
"143",-0.00779108512387505
"144",-1.4586350499134
"145",-1.11203130434643
"146",-0.222551071225863
"147",-0.19152992718876
"148",1.49028302591897
"149",0.918258648521743
"150",-1.34178920653124
"151",-3.11892912456841
"152",0.472505698883231
"153",2.34645272096316
"154",-0.559981609029299
"155",-0.840158357412244
"156",0.0107244783403299
"157",-1.21658385154818
"158",-2.12737813068047
"159",-0.469212914988027
"160",1.0968554469292
"161",-1.29354527123595
"162",0.0589146233089665
"163",1.11791028057491
"164",0.069576803993276
"165",0.104773507426647
"166",0.697972988392109
"167",0.120134895633432
"168",-1.0718432718517
"169",-0.587512473790283
"170",0.949064368126805
"171",-0.561849668598675
"172",-1.71113424030704
"173",-0.86588518660155
"174",-0.731258562545329
"175",0.903572228389392
"176",0.00656371760715024
"177",0.556688554152353
"178",2.43441671431101
"179",-0.487141715514886
"180",-2.32815932753317
"181",0.920091102427171
"182",1.0944407839597
"183",0.543406536218171
"184",-1.85993122763763
"185",-1.26550981571981
"186",2.04269204223208
"187",1.59278004446093
"188",-0.938857860225875
"189",-1.01065245129705
"190",0.117393811362678
"191",2.29445151554838
"192",3.04483458318384
"193",-0.461292436658559
"194",-1.73159749253343
"195",-1.01814770602275
"196",-0.0524119701742387
"197",-0.567524645845234
"198",-1.03059026035092
"199",0.486443351624295
"200",0.744511636514021
"201",-0.0702125392285654
"202",0.933220411280112
"203",-0.415916343710904
"204",-0.690309090573891
"205",0.00549758573033471
"206",1.1402955879465
"207",0.664229597107196
"208",-1.5297137572908
"209",-0.459966554243949
"210",1.04537894850664
"211",0.844395428093162
"212",-0.983998756704167
"213",-1.33411956277668
"214",0.0368779746292395
"215",0.110733103112021
"216",-0.785043804448954
"217",-0.0673758053097874
"218",-0.391680755086012
"219",-0.755497726395724
"220",-0.940184587607805
"221",0.0601226721863468
"222",-0.251980853575593
"223",0.463692999601085
"224",0.924713735037588
"225",0.182432803076696
"226",0.232394139594047
"227",0.943058260553209
"228",0.871389529745079
"229",-0.887195707247875
"230",-1.65049610855569
"231",-2.15945468420855
"232",-0.851991988660187
"233",1.82009937189782
"234",0.0751867034086363
"235",-1.1689790146822
"236",0.81107909110337
"237",1.16891673949073
