"","x"
"1",1.74953712693272
"2",0.532091886100176
"3",0.609047749404495
"4",0.261658891308988
"5",0.0387263137481944
"6",0.717715561485905
"7",1.82791478014934
"8",0.366746123974535
"9",-0.536715334595389
"10",0.00961152905667167
"11",-1.52620989390361
"12",-0.0108990880501524
"13",0.203049633037001
"14",0.801429653951415
"15",1.37427788102954
"16",0.780353869210628
"17",0.444717271375563
"18",0.61797538881191
"19",1.28071382954766
"20",1.07810780166763
"21",-0.343722244429737
"22",-0.665117201263069
"23",0.783011719619362
"24",0.0804948795307803
"25",1.49047003358164
"26",1.97936839090124
"27",1.37563742081621
"28",0.187542313332391
"29",-0.154002847805692
"30",-1.26724209765842
"31",-0.0695643732570556
"32",-0.731632750722692
"33",-0.794248327173184
"34",-1.3984570683501
"35",-1.47576562244952
"36",0.41187831821513
"37",0.283231870878075
"38",0.748933511326221
"39",-0.259976211963455
"40",-0.156807284566063
"41",0.458690510943772
"42",0.334974740816437
"43",1.28772912418382
"44",0.0924668453842106
"45",0.700316663295891
"46",0.453800002890796
"47",1.36188678422052
"48",1.48543992314244
"49",0.923078395450797
"50",-1.91228594997243
"51",-2.23829678948393
"52",-1.05867590669333
"53",-0.295545270793602
"54",0.823357591875523
"55",0.351542856481984
"56",1.24612588910213
"57",-0.817866405441014
"58",-0.764514784465162
"59",-0.343014755527548
"60",0.195795094338302
"61",0.563171748709692
"62",0.375557160752454
"63",-1.45568705177014
"64",-0.679662415628542
"65",-0.123931353950606
"66",-0.00151493299045702
"67",1.32837226093556
"68",-0.174678695902688
"69",-0.0564564709836552
"70",-1.26321475180333
"71",-2.28021930354663
"72",0.33962884436578
"73",1.15377942430864
"74",1.44187548211629
"75",2.2956700250814
"76",-1.2164668168323
"77",-1.10567924815937
"78",-3.61924744161604
"79",0.122106663833793
"80",-0.133735010782496
"81",-0.162178168966886
"82",-1.00882114036034
"83",-2.50620418265656
"84",-3.57916164317299
"85",-2.22835361721459
"86",-0.285539224213957
"87",1.80591725868971
"88",1.79024478336078
"89",-0.600011046975782
"90",-1.83265756500446
"91",0.148409420014548
"92",0.787910330177232
"93",0.486133276748084
"94",3.24591634289539
"95",1.06152770085132
"96",0.862237021439348
"97",1.01462753864845
"98",0.61173666510256
"99",0.478564116215964
"100",-0.912566925206344
